DialPlanName,Name,Prefix,Tag
cattolica,PSTN,*,PSTN
cattolica,+39064765395,+39064765395,S4B
cattolica,+39064765396,+39064765396,S4B
cattolica,+39064765397,+39064765397,S4B
cattolica,+39064765398,+39064765398,S4B
cattolica,+39064765399,+39064765399,S4B
cattolica,+39064765407,+39064765407,S4B
cattolica,+39064765408,+39064765408,S4B
cattolica,+39064765410,+39064765410,S4B
cattolica,+39064765411,+39064765411,S4B
cattolica,+39064765416,+39064765416,S4B
cattolica,+39064765419,+39064765419,S4B
cattolica,+39064765420,+39064765420,S4B
cattolica,+39064765422,+39064765422,S4B
cattolica,+39064765425,+39064765425,S4B
cattolica,+39064765426,+39064765426,S4B
cattolica,+39064765433,+39064765433,S4B
cattolica,+39064765434,+39064765434,S4B
cattolica,+39064765435,+39064765435,S4B
cattolica,+39064765437,+39064765437,S4B
cattolica,+39064765445,+39064765445,S4B
cattolica,+39064765446,+39064765446,S4B
cattolica,+39064765453,+39064765453,S4B
cattolica,+39064765459,+39064765459,S4B
cattolica,+39064765460,+39064765460,S4B
cattolica,+39064765461,+39064765461,S4B
cattolica,+39064765463,+39064765463,S4B
cattolica,+39064765464,+39064765464,S4B
cattolica,+39064765465,+39064765465,S4B
cattolica,+39064765466,+39064765466,S4B
cattolica,+39064765468,+39064765468,S4B
cattolica,+39064765472,+39064765472,S4B
cattolica,+39064765473,+39064765473,S4B
cattolica,+39064765474,+39064765474,S4B
cattolica,+39064765476,+39064765476,S4B
cattolica,+39064765479,+39064765479,S4B
cattolica,+39064765481,+39064765481,S4B
cattolica,+39064765482,+39064765482,S4B
cattolica,+39064765483,+39064765483,S4B
cattolica,+39064765484,+39064765484,S4B
cattolica,+39064765485,+39064765485,S4B
cattolica,+39064765486,+39064765486,S4B
cattolica,+39064765490,+39064765490,S4B
cattolica,+39064765496,+39064765496,S4B
cattolica,+39064765497,+39064765497,S4B
cattolica,+39064765502,+39064765502,S4B
cattolica,+39064765506,+39064765506,S4B
cattolica,+39064765508,+39064765508,S4B
cattolica,+39064765509,+39064765509,S4B
cattolica,+39064765510,+39064765510,S4B
cattolica,+39064765518,+39064765518,S4B
cattolica,+39064765519,+39064765519,S4B
cattolica,+39064765534,+39064765534,S4B
cattolica,+39064765538,+39064765538,S4B
cattolica,+39064765560,+39064765560,S4B
cattolica,+39064765561,+39064765561,S4B
cattolica,+39064765596,+39064765596,S4B
cattolica,+39064765597,+39064765597,S4B
cattolica,+39064765602,+39064765602,S4B
cattolica,+39064765604,+39064765604,S4B
cattolica,+39064765605,+39064765605,S4B
cattolica,+39064765606,+39064765606,S4B
cattolica,+39064765608,+39064765608,S4B
cattolica,+39064765609,+39064765609,S4B
cattolica,+39064765610,+39064765610,S4B
cattolica,+39064765612,+39064765612,S4B
cattolica,+39064765614,+39064765614,S4B
cattolica,+39064765618,+39064765618,S4B
cattolica,+39064765621,+39064765621,S4B
cattolica,+39064765622,+39064765622,S4B
cattolica,+39064765623,+39064765623,S4B
cattolica,+39064765624,+39064765624,S4B
cattolica,+39064765626,+39064765626,S4B
cattolica,+39064765634,+39064765634,S4B
cattolica,+39064765635,+39064765635,S4B
cattolica,+39064765647,+39064765647,S4B
cattolica,+39064765652,+39064765652,S4B
cattolica,+39064765662,+39064765662,S4B
cattolica,+39064765664,+39064765664,S4B
cattolica,+39064765667,+39064765667,S4B
cattolica,+39064765668,+39064765668,S4B
cattolica,+39064765673,+39064765673,S4B
cattolica,+39064765674,+39064765674,S4B
cattolica,+39064765678,+39064765678,S4B
cattolica,+39064765679,+39064765679,S4B
cattolica,+39064765680,+39064765680,S4B
cattolica,+39064765681,+39064765681,S4B
cattolica,+39064765682,+39064765682,S4B
cattolica,+39064765683,+39064765683,S4B
cattolica,+39064765693,+39064765693,S4B
cattolica,+39064765701,+39064765701,S4B
